text,sentiment,text_length,clean_text
it's thundering here ,negative,21,its thundering here
having a funked up night  sad face,negative,34,having a funked up night sad face
"@taylorswift13 maybe you sensed your cat had a bit of insecurity about herself, she needed a little 'pick me up' ",positive,113,maybe you sensed your cat had a bit of insecurity about herself she needed a little pick me up
@babygirlparis Paris Heey Could You Please Follow Me I Love You Soo Much btw i love your new pic of you in Hotel Du Cap Loving the shades ,positive,138,paris heey could you please follow me i love you soo much btw i love your new pic of you in hotel du cap loving the shades
...and i'm listening to Enter Shiitake again ,negative,45,and im listening to enter shiitake again
Going by bike exhausts more than running ,positive,41,going by bike exhausts more than running
@4everBrandy Looking forward to your show tonight! Enjoy your time in Belgium ,positive,78,looking forward to your show tonight enjoy your time in belgium
@meedee64  We have a beautiful Dining Suite.Used Twice. Just there for show.Says it all doesn't it. Liz had to have one .lol ,positive,125,we have a beautiful dining suiteused twice just there for showsays it all doesnt it liz had to have one lol
@DavidArchie was really good! He put on a pretty awesome 4 song set  Tonight was flippin' awesome   Except for my red face. . .,positive,127,was really good he put on a pretty awesome song set tonight was flippin awesome except for my red face
@MissBella01 awwww yipppy lol.. im super scared to go thru this birth thing ,negative,76,a yipppy lol im super scared to go thru this birth thing
@_fatdad whey protein andcasien protein shake with skim milk and two teaspoons of milo ,positive,87,whey protein andcasien protein shake with skim milk and two teaspoons of milo
It sucks to be out late then get up at 7 for a bridal show oh well! But my husband sang our song for me i love him ,positive,115,it sucks to be out late then get up at for a bridal show oh well but my husband sang our song for me i love him
&gt;.&lt; coffee gave me a headache ,negative,36,gtlt coffee gave me a headache
Part of me wants to go to the gym to blow off this steam before this big meeting but part of me is like f*** it. Need to talk to my mom! ,negative,137,part of me wants to go to the gym to blow off this steam before this big meeting but part of me is like f it need to talk to my mom
"parents came today and took a ton of my crap home for me. we also got mcalisters, yogurt story, and went to target!  time for laundry.",positive,134,parents came today and took a ton of my crap home for me we also got mcalisters yogurt story and went to target time for laundry
Making a cake  want some?,positive,25,making a cake want some
When God created man i also believed he created a million people to get on ya tits for a laff ,negative,94,when god created man i also believed he created a million people to get on ya tits for a laff
Making my strong man stamina bamma wuk Gyal hard and long juice!! ,positive,66,making my strong man stamina bamma wuk gyal hard and long juice
finale of greys...  i dont think i can bear it...,negative,49,finale of greys i dont think i can bear it
@paulk_asert I vote Gold Coast but I'm biased ,positive,46,i vote gold coast but im biased
@LeslieB83 haha yeah I have no excuse for that ,positive,47,haha yeah i have no excuse for that
"just left work, headed to get food and a hitch for my car to attach a better bike rack. Then back to packing ",negative,109,just left work headed to get food and a hitch for my car to attach a better bike rack then back to packing
I love making new friends. ,positive,27,i love making new friends
@katiesantry we know enuff about u from ur Vlogs 2 know that ur SRSLY nice  enjoy being 19! n hav fun! im sure u deserve it,positive,123,we know enuff about u from ur vlogs know that ur srsly nice enjoy being n hav fun im sure u deserve it
It looks like today is going to be another beautiful one! Not a cloud in the sky  have to plant out the leeks today!,positive,116,it looks like today is going to be another beautiful one not a cloud in the sky have to plant out the leeks today
Just attended a Wiccan funeral today. Not very fun in the rain  It was a different experience,negative,93,just attended a wiccan funeral today not very fun in the rain it was a different experience
met one of her favorite authors tonite ,positive,39,met one of her favorite authors tonite
enjoy the laker game for me guys! since i'll be at work ,negative,56,enjoy the laker game for me guys since ill be at work
"@dshimoff you'll understand when it's over, trust me! ",positive,54,youll understand when its over trust me
Having our &quot;prepping our sexy selves for Vegas&quot; party! ,positive,65,having our quotprepping our sexy selves for vegasquot party
@GrassyGrassy well thats not out of the ordinary at all. ,negative,57,well thats not out of the ordinary at all
Mau bebersih iPod tapi gak tau mana yang mau dihapus. Ah the pain of having small storage iPod. ,negative,96,mau bebersih ipod tapi gak tau mana yang mau dihapus ah the pain of having small storage ipod
"Ouch, seperating my arm from the sheet on my bed haha  I need some paper towels!!!  ",negative,84,ouch seperating my arm from the sheet on my bed haha i need some paper towels
"@liberallisa Yes, my dear... you are ",positive,37,yes my dear you are
@MattWBP hahahaha! now that I think about it...well...yeah ,negative,59,hahahaha now that i think about itwellyeah
@YvonneLyon lol..having Twitter issues and have been entertaining my Tweeps with all my woes.   No thwacking needed unless it's Twitter!,positive,136,lolhaving twitter issues and have been entertaining my tweeps with all my woes no thwacking needed unless its twitter
just got home a lil while ago.  my car was a big hit at exposed.  everyone loved the pink wheels and benilda hood.  car looks gangster!! ,positive,137,just got home a lil while ago my car was a big hit at exposed everyone loved the pink wheels and benilda hood car looks gangster
If i had a lemur named Doris i'd light it on fire ,positive,50,if i had a lemur named doris id light it on fire
@zwinkrandomness Yea i can make one with wich ever one i want ,positive,62,yea i can make one with wich ever one i want
Why why why can't I get back to sleep??  The millions of things running through my mind aren't helping xx,negative,105,why why why cant i get back to sleep the millions of things running through my mind arent helping xx
.@lownleeeynjul of course i am!!! didn't you know this already???  #noundiessunday,positive,82,of course i am didnt you know this already noundiessunday
whoohoo Mtv Movie Awards Tonight ,positive,33,whoohoo mtv movie awards tonight
says Let's see what video clips of **Grateful We're Not Dead** I can extract from Peace Concert DVD.  http://plurk.com/p/112vks,positive,127,says lets see what video clips of grateful were not dead i can extract from peace concert dvd
@ullahe Did you say coffee?    Thanks for the idea!!,positive,52,did you say coffee thanks for the idea
Wine has given me a headache ,negative,29,wine has given me a headache
@whatswithinu Thank you for the retweet! ,positive,41,thank you for the retweet
"ooh on friday, we're bakingg fairy bickies at @__tooCOOL's placee  wanna join?!",positive,79,ooh on friday were bakingg fairy bickies at s placee wanna join
"@Jemi4Life omg stop i hate u soooo much lol, i want to play ",negative,60,omg stop i hate u soooo much lol i want to play
Just got out a meeting laughing at @ForeverKeesh n @MrPut_Itn_DaBag. Too funny. @DrE_McFLY knows not to talk shit to ANY1 just a FYI ,positive,133,just got out a meeting laughing at n too funny knows not to talk shit to any just a fyi
@ChloeBabes94 Causee Yeahh iim Jush onn a Hyppe ii Dno Y 1!   x  x,positive,66,causee yeahh iim jush onn a hyppe ii dno y x x
Omg was Lost fucking stupid or what?? THAT is how they end the best season ever?With a boring bullshity piece of bullshit? So much stupid ,negative,138,omg was lost fucking stupid or what that is how they end the best season everwith a boring bullshity piece of bullshit so much stupid
"I don't have nothing, any sound and any video ",negative,46,i dont have nothing any sound and any video
if it manages to hold on for full term ,positive,39,if it manages to hold on for full term
"@johannadc Oh! Actually she was looking for it as something for me to review for Manga Recon. But yes, ultimately it was to go to me. ",positive,134,oh actually she was looking for it as something for me to review for manga recon but yes ultimately it was to go to me
@beckamcfly Yeaaah  Alright then wonder if any other sexy people are going tomorro ,positive,83,yeaaah alright then wonder if any other sexy people are going tomorro
@devonwalkerx &quot;late 30's&quot; - How very dare you?! ,negative,58,quotlate squot how very dare you
@jodikicksass  #whocangetit @jodikicksass there.  that was easy.  ,positive,66,whocangetit there that was easy
The game is canceled  IM SO SAD!,negative,32,the game is canceled im so sad
Still waiting for our baby girl to decide to join us. Getting more &amp; more uncomfortable everyday. ,negative,102,still waiting for our baby girl to decide to join us getting more amp more uncomfortable everyday
working with the flu  i need some soup.,negative,39,working with the flu i need some soup
"have to get three gardasil jabs all over again  in other news, got a HD for an essay ... i'm an expert on Korean business, ask me anything",negative,138,have to get three gardasil jabs all over again in other news got a hd for an essay im an expert on korean business ask me anything
I love magnolias- what a beautiful flower. ,positive,43,i love magnolias what a beautiful flower
@oh_mondieu cool. did you go say hi or take a picture? ,positive,55,cool did you go say hi or take a picture
fries and chicken for lunch people  yumm-o!!!!,positive,46,fries and chicken for lunch people yummo
Just cried a little from a thing on oprah...Stupid war ,negative,55,just cried a little from a thing on oprahstupid war
"going to kitchen, i want eat ",positive,29,going to kitchen i want eat
Why you should not publish Bidvertiser ads. http://is.gd/tbKa -- I need my Google Adsense back. ,negative,96,why you should not publish bidvertiser ads i need my google adsense back
@azdaniels actually I just threw it out there as a lark.  But you're right. It shouldn't take that. *sigh*,positive,106,actually i just threw it out there as a lark but youre right it shouldnt take that sigh
@naomieve that is fantastic. seriously! i'm hoping my pretty new keyboard will help with my word count ,positive,103,that is fantastic seriously im hoping my pretty new keyboard will help with my word count
@NHLDevils met him before. Sweet as pie. I'm jealous I'm not there to support ,negative,78,met him before sweet as pie im jealous im not there to support
Im woke yet im so very tired ,negative,29,im woke yet im so very tired
New to this Twitter thing. Looks like none of my friends are on Twitter.  ,negative,74,new to this twitter thing looks like none of my friends are on twitter
@SuperwomanAK it hasnt been rainin in upstate ny so ur raindance sure did work haha.had a really good interview today..  what bout u,positive,132,it hasnt been rainin in upstate ny so ur raindance sure did work hahahad a really good interview today what bout u
@allenhortaleza: food tech today ,negative,33,food tech today
"@x_jpd_x Gem, I re-activited it now... getting into it but only know u and one other on here lol  You cool? xxxxx",negative,113,gem i reactivited it now getting into it but only know u and one other on here lol you cool xxxxx
I want a Mac. Not because it's a better OS or whatever. But because it's pretty. A fashion accessory worth wanting ,positive,115,i want a mac not because its a better os or whatever but because its pretty a fashion accessory worth wanting
NOoOoooooo...I have to clean the house tomorrow:@ ,negative,50,noooooooooi have to clean the house tomorrow
@TheSUPERGIRL HAHAHA! i totally get you! i get to do that all the time play a track over and over haha! im glad you like the pic ,positive,129,hahaha i totally get you i get to do that all the time play a track over and over haha im glad you like the pic
@theclimbergirl it's a sign that you should take the day off and go climbing instead! ,positive,86,its a sign that you should take the day off and go climbing instead
@BobDarrin It's an old abandoned rail platform along the west side of Manhattan that has been turned into a really cool park ,positive,125,its an old abandoned rail platform along the west side of manhattan that has been turned into a really cool park
CANT BELIEVE THIS!    ,negative,22,cant believe this
@sweetmetalhead; awww ^^ ur so sweeett&lt;3 miss ya to ! ,positive,57,awww ur so sweeettlt miss ya to
gah 3 hours sleep is not good .. i actually fell asleep @ 7:30 this morning and now theres alot of banging next door ,negative,117,gah hours sleep is not good i actually fell asleep this morning and now theres alot of banging next door
Awesome show Gaelic Storm and nice rename of the city- Oshkonsin!!!  ,positive,69,awesome show gaelic storm and nice rename of the city oshkonsin
Vacation to Lake George! Will be back sometime on Friday. Text or call me if you need me. I'll miss you all  &lt;33333,positive,118,vacation to lake george will be back sometime on friday text or call me if you need me ill miss you all lt
@Enigmadolphin Fraid I can't do that. It's probably not going to be very popular. ,negative,82,fraid i cant do that its probably not going to be very popular
@86Breezy well I'm sure u r up in ur girls nite! Enjoy! ,positive,56,well im sure u r up in ur girls nite enjoy
@FuturePurfect How sad is it that = a good day. ,negative,48,how sad is it that a good day
@arnoaziz hello arno!welcome to twitter! ,positive,41,hello arnowelcome to twitter
Probably shouldn't check email before I go to bed.  Now I'm awake and angry.  ,negative,78,probably shouldnt check email before i go to bed now im awake and angry
@britt_mxgirl15 night best bud  i will txt you in the morning ,positive,62,night best bud i will txt you in the morning
loves the Coda Codigniter comments plugin purely for the auto-end statments ,positive,76,loves the coda codigniter comments plugin purely for the autoend statments
I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. ,positive,66,im getting ready to drink tea emmas gonna eat some rice meal
@RobertsEmma Someone In the UK has died already from it ,negative,56,someone in the uk has died already from it
Will be unable to watch the @lakers and @lagalaxy game bc of church stuff. Signed up for txting alerts for both to keep up with scores! ,positive,136,will be unable to watch the and game bc of church stuff signed up for txting alerts for both to keep up with scores
Needs to get my car fixed ,negative,26,needs to get my car fixed
"@ScottScanlon Oh awesome, glad you liked it!!!! Looking forward to your tweets here in twitterland ",positive,99,oh awesome glad you liked it looking forward to your tweets here in twitterland
"@ElkaBr thats him, we went to a shop and he sat in a massarging chair, and put the silly hat on!!! hes 14,gud kid, ",positive,115,thats him we went to a shop and he sat in a massarging chair and put the silly hat on hes gud kid
@nyblaque thanks for the #followfriday love... ,positive,47,thanks for the followfriday love
"Yay, shoes. Not yay, dilemma.  Why can't I make up my mind? @GetSauced why don't you want guitar?",negative,97,yay shoes not yay dilemma why cant i make up my mind why dont you want guitar
fuck it..not logging back into wow.  sorry elena   i love you though &lt;3,negative,74,fuck itnot logging back into wow sorry elena i love you though lt
is having goosebumps while watching Love's wedding video. Nakakaiyak! ,positive,70,is having goosebumps while watching loves wedding video nakakaiyak
"@linssen uh yeah, I did that too! I am also that anal!  I like my iTunes library to be organized properly! ~ grin!",positive,114,uh yeah i did that too i am also that anal i like my itunes library to be organized properly grin
just drew on my white doors in black eye liner. Looks pretty cool ,positive,66,just drew on my white doors in black eye liner looks pretty cool
I chose one of the worst places to burn myself with a curling iron ,negative,67,i chose one of the worst places to burn myself with a curling iron
pure hate... ,negative,13,pure hate
"Do U Have A Local Business/Organization?? Seriously, I CAN Help IncreaseLocalTraffic Online&amp;OnSite! http://budurl.com/RoyalReality ",positive,135,do u have a local businessorganization seriously i can help increaselocaltraffic onlineamponsite
@Sheindie  its saying it doesnt exist ,negative,38,its saying it doesnt exist
The sun is coming up and I'm still not asleep. ,negative,47,the sun is coming up and im still not asleep
"is following yunho, jaejoong and junsu on twitter ",positive,50,is following yunho jaejoong and junsu on twitter
@webteam30stm Happy Mother's Day to U! Germany already had its. Question is why always on a Sunday? Nevertheless have a beautiful day ,positive,134,happy mothers day to u germany already had its question is why always on a sunday nevertheless have a beautiful day
had my first golf tournament today: from handycap 54 to 39 if I would be in a golf club. and a lot of rain  Really tired now!!,negative,126,had my first golf tournament today from handycap to if i would be in a golf club and a lot of rain really tired now
Cold stone is way awesome ;) cookie doughnt you want some ??? Is the best one ,positive,78,cold stone is way awesome cookie doughnt you want some is the best one
Amazingg bbq hosted by my one and only  thank god for whip cream!,positive,65,amazingg bbq hosted by my one and only thank god for whip cream
Everytime I go to the Mexican restaurant the bill is 2/3 margaritas &amp; 1/3 food ,positive,83,everytime i go to the mexican restaurant the bill is margaritas amp food
laugh about some thing that happened today        add me on msn     annieboop@hotmail.co.uk,positive,91,laugh about some thing that happened today add me on msn annieboopcouk
"@hermitpaul, oh yeah and also dont stay in a hotel with bars on the window. jumping up quickly can result in bruises on one's back... ",negative,134,oh yeah and also dont stay in a hotel with bars on the window jumping up quickly can result in bruises on ones back
"@shadowsyndrome gw juga lagi happy2 sendiri nih!..oh wait,that's because i'm looking at heechul's photo too long  hhh ",positive,118,gw juga lagi happy sendiri nihoh waitthats because im looking at heechuls photo too long hhh
@nicolalalalala so you need a couple of willing volunteers to hold them for you maybe? Be dark by the time I get there though so I'm out ,negative,137,so you need a couple of willing volunteers to hold them for you maybe be dark by the time i get there though so im out
Forgot my camera battery   lots of sights today.,negative,48,forgot my camera battery lots of sights today
Two miles around the track. I feel great! Tennis with bryan once again tonight ,positive,79,two miles around the track i feel great tennis with bryan once again tonight
@selenagomez omg selena gomez and demi lovato are in toronto ! too bad i didnt get to them   please come back soon ! ,negative,117,omg selena gomez and demi lovato are in toronto too bad i didnt get to them please come back soon
It's TOO HOT! ,negative,14,its too hot
Just finished watching Benjamin Button-loved it! Now to bed...gotta got o dentist in the AM ,negative,92,just finished watching benjamin buttonloved it now to bedgotta got o dentist in the am
@PerezHilton feeling bad for you.  these things shouldn't happen.,negative,65,feeling bad for you these things shouldnt happen
very depressed! Feels unloved ,negative,30,very depressed feels unloved
"well, credit/debit, i'm not sure. Probably a debit hahah it just sounds better when  you say credit card. aaah. awesome ",positive,120,well creditdebit im not sure probably a debit hahah it just sounds better when you say credit card aaah awesome
if i just have the chance. . ,negative,29,if i just have the chance
@MACK_BAMM ILY2!! And Im so serious!! I am definitely making getting a car my top priority!! Boredom blows ,negative,107,ily and im so serious i am definitely making getting a car my top priority boredom blows
Dang it! I have the hiccups and can't sleep. ,negative,45,dang it i have the hiccups and cant sleep
Days like this I miss living under the roof and listening to the sound of the rain against the window. ,negative,103,days like this i miss living under the roof and listening to the sound of the rain against the window
Going to @powerhouse now ,positive,25,going to now
@theOlsens You guys will for sure like Seven Pounds! It was a really good movie!  Love you guys!,positive,96,you guys will for sure like seven pounds it was a really good movie love you guys
@Nee_Nee_Cartaar just see that reply!!! Loool...has to be done dear...watch out for the mixtape its even worse ,positive,111,just see that reply looolhas to be done dearwatch out for the mixtape its even worse
really early to be up. i am so tired but i can't go back to sleep. ,negative,67,really early to be up i am so tired but i cant go back to sleep
@kerrylouiselove i have a present for you ,positive,42,i have a present for you
My knee killssss  fml,negative,21,my knee killssss fml
@katyperry  did u like austria  i'm from austria ),positive,50,did u like austria im from austria
"@jamessamy Well, *that*ll definitely keep you awake . . ! ",positive,58,well thatll definitely keep you awake
I'm still super duper bummed that I'm not going to BlogHer ,negative,59,im still super duper bummed that im not going to blogher
ill be attending GUMBO without my new tweet tomorrow  but i think ill live lol,negative,78,ill be attending gumbo without my new tweet tomorrow but i think ill live lol
@korellana yeah where's the pic ,positive,32,yeah wheres the pic
@stephenfry My memory is causing me to slip as I forgot StarWarsDay. Thanks for reminder - I need smile after NCFC yesterday ,negative,125,my memory is causing me to slip as i forgot starwarsday thanks for reminder i need smile after ncfc yesterday
i'm kinda depressed this evening  no real reason â« http://blip.fm/~88xs1,negative,74,im kinda depressed this evening no real reason
"@charltonbrooker I abhor the BNP but love democracy.  BNP now have a mandate, however small.  Petition can't change that, unfortunately ",negative,136,i abhor the bnp but love democracy bnp now have a mandate however small petition cant change that unfortunately
"@DesireeLai ih good. but still,i might have skool that day. ",negative,60,ih good but stilli might have skool that day
@joe0616 hahaha I looked it up yesterday so no worries.But you are right too many holidays to remember have a good day at work ,positive,127,hahaha i looked it up yesterday so no worriesbut you are right too many holidays to remember have a good day at work
Oop 3g please dont fail me now ,negative,31,oop g please dont fail me now
"@musicislife90 ya u did, but I got the JoBros tix b4 Archie's tour was announced, so sadly, I didnt  hopefully he'll have another tour!",negative,135,ya u did but i got the jobros tix b archies tour was announced so sadly i didnt hopefully hell have another tour
"Listen, its been so fun today with you guys. Oh my goodness, sorry about my typos, I meant to say, They are efficient. (My cleaners) duh! ",positive,138,listen its been so fun today with you guys oh my goodness sorry about my typos i meant to say they are efficient my cleaners duh
i'm still up at 1:00am and i have school tomorrow!! this sucks ass ,negative,67,im still up at am and i have school tomorrow this sucks ass
"Going into town today. Might get steaming, dunno. Last day off before full time work for 3 and a half months ",negative,109,going into town today might get steaming dunno last day off before full time work for and a half months
At the Teatro at Montecasino to see Tap Dogs ,positive,45,at the teatro at montecasino to see tap dogs
he's so sweet. not going out with his friends to sort out things with me. I don't think it's gonna work out though. Too much has happened ,negative,138,hes so sweet not going out with his friends to sort out things with me i dont think its gonna work out though too much has happened
@its_teresa i sorry ,negative,20,i sorry
i love the new alice cullen wig!  whadd'ya think? http://bit.ly/ZeA3b,positive,69,i love the new alice cullen wig whaddya think
Going home before the concert is over  Boo,negative,42,going home before the concert is over boo
@annabel_x I aways do that! ,positive,28,i aways do that
want to go to bed....so exhausted yet full of energy ,positive,53,want to go to bedso exhausted yet full of energy
You kno what... This is exactly what i wanted...  i over reacted. Sry world ))) night night.,positive,92,you kno what this is exactly what i wanted i over reacted sry world night night
@andrewpycroft go grab your house phone yeah? ,positive,46,go grab your house phone yeah
Talking to my big bubby.........i feel sorry for him ,negative,53,talking to my big bubbyi feel sorry for him
i didnt drink enough last night to feel this ill this morning ,negative,62,i didnt drink enough last night to feel this ill this morning
"Bellini's, white russians &amp; porn stars oh my!  crazy night....boob grabbin, ass grabbin, girl on girl, guy on girl....good times! ",positive,134,bellinis white russians amp porn stars oh my crazy nightboob grabbin ass grabbin girl on girl guy on girlgood times
@HeyKari alright thanks  and do you care if we fuck with the layout a little? the blog part is too skinny.,positive,106,alright thanks and do you care if we fuck with the layout a little the blog part is too skinny
@tempeste well you get to podcast soon so it's not so bad! I already did bed and bad tv night last night ,negative,105,well you get to podcast soon so its not so bad i already did bed and bad tv night last night
My little press are beautiful dancer ! I'm here with @carlaramost watching the livia's dance in the theater ,positive,108,my little press are beautiful dancer im here with watching the livias dance in the theater
Friend of mine in car accident... in ICU.  Need some prayers ,negative,61,friend of mine in car accident in icu need some prayers
"Fever, virus...words I don't like hearing ",negative,42,fever viruswords i dont like hearing
@ScottRhodie What time is it and where? I doubt it as I woke up at 4am this morning ,negative,84,what time is it and where i doubt it as i woke up at am this morning
By rose  now what? Mission get busy! ; ),negative,40,by rose now what mission get busy
Is not feeling so good ,negative,23,is not feeling so good
I'm a bum. I just woke up. I forgot @anthonyraneri was gone. ,negative,61,im a bum i just woke up i forgot was gone
ATI did it again x-( no fglrx for xorg1.6 for mi card! no more 3D ,negative,66,ati did it again x no fglrx for xorg for mi card no more d
@MsJuicy313 Awww  want me to slip into coma and go beat Eve's ass for you? Lol,negative,78,awww want me to slip into coma and go beat eves ass for you lol
"Just noticed the new sidebar on twitter.com, looks nice ",positive,56,just noticed the new sidebar on twittercom looks nice
@BarbaraJWalters Yes your tweet is working ,positive,43,yes your tweet is working
I kinda want to punch the girl sitting next to me. This is nothing new.. She is just my bff's girlfriend so I am trying to be nice... ,negative,134,i kinda want to punch the girl sitting next to me this is nothing new she is just my bffs girlfriend so i am trying to be nice
"@bellabellini well you could do the work visa, or visiting visa, or wait marry me, and you are US citizen  I am a dreamer. we should talk",positive,137,well you could do the work visa or visiting visa or wait marry me and you are us citizen i am a dreamer we should talk
@Hollowbabes yeah. So sad though!! ,negative,35,yeah so sad though
@wendilynnmakeup http://twitpic.com/6f7w9 - I missed it! As beautiful as ever I see! ,positive,85,i missed it as beautiful as ever i see
"@burrrenda my summer's alrights, yeah it is but idk what to do ",negative,63,my summers alrights yeah it is but idk what to do
@Gamedigital i agree  all the hype that ive been reading in the OXM the past few months about GB just to be dumped with a 5 month wait ,negative,135,i agree all the hype that ive been reading in the oxm the past few months about gb just to be dumped with a month wait
"Good Knight, my tweeties!  Tweet Dreams ",positive,40,good knight my tweeties tweet dreams
@PhilGreaney Tell me about it! I'm struggling with my ECA for H807 ,negative,67,tell me about it im struggling with my eca for h
Started using Wesabe again....  Now i can see where all my money is going ,negative,74,started using wesabe again now i can see where all my money is going
"@teacherken Hey Ken, I'm not messing with you after reading this!  http://tinyurl.com/m3zh5r",positive,92,hey ken im not messing with you after reading this
@MissNatalieLynn I thought you'd be here  bummer.,negative,49,i thought youd be here bummer
"@Qareena Hey the BBQ tasted real good today!I only remembered this morning,or else I woulda come  sorry!Btw,not sure abt 2mrw cuz CRICKET!",negative,138,hey the bbq tasted real good todayi only remembered this morningor else i woulda come sorrybtwnot sure abt mrw cuz cricket
@H0TCOMMODITY yeah it is acting up on me too ,negative,45,yeah it is acting up on me too
"Hi, Does any one know how to download montages from One True Media for free? Pleaaaaaaaaaaaaaaaaase Help ",negative,105,hi does any one know how to download montages from one true media for free pleaaaaaaaaaaaaaaaaase help
@flirtbuttons @Pookthy i never upgraded when i bought a new computer.  so i have to settle for the free program i downloaded off the web.,negative,137,i never upgraded when i bought a new computer so i have to settle for the free program i downloaded off the web
"@AnneDivine whats the fun in not picking on me?  Coming home? Well, uhmm... just pretend u never left... and don't act scared even if u r!",negative,138,whats the fun in not picking on me coming home well uhmm just pretend u never left and dont act scared even if u r
@yfeofficial hey there! is that jeff ? ,positive,39,hey there is that jeff
Night ended early  ut was still fun though!!,negative,44,night ended early ut was still fun though
I feel A LOT better today  So I'm doing normal things again (like being on the computer) I just have to remember to take breaks ,positive,128,i feel a lot better today so im doing normal things again like being on the computer i just have to remember to take breaks
"@etePLiL i saw your blog about ashlee.new design too,ha?  good work  and,as ever,i love the main pic! ",positive,102,i saw your blog about ashleenew design tooha good work andas everi love the main pic
am pleased the fete raised lots! Am now going to have a lovely bubbly bath followed by steak n chips for supper cooked by Mikey ,positive,128,am pleased the fete raised lots am now going to have a lovely bubbly bath followed by steak n chips for supper cooked by mikey
Life kept me from early bed. No 360 till June 14  my dad had a hissy fit about whatever &amp; and took it out on me ,negative,116,life kept me from early bed no till june my dad had a hissy fit about whatever amp and took it out on me
 One little boy with ants in his pants and his shirt and his hair - Angry Ants - Lots,negative,85,one little boy with ants in his pants and his shirt and his hair angry ants lots
@leahhcarr now let's pray that everything PASSES INSPECTION....  I will see you Thurs correct?,positive,94,now lets pray that everything passes inspection i will see you thurs correct
its all done ,negative,13,its all done
"Aaah, really sad I just want to talk with you ",negative,46,aaah really sad i just want to talk with you
"Off to Madison tomorrow at 5am. Barf. Hoping to grab a movie on my way home, tho...Up or The Hangover...Yessss! ",positive,112,off to madison tomorrow at am barf hoping to grab a movie on my way home thoup or the hangoveryessss
@TrillentsKaDe Damn you are going through it. ,negative,46,damn you are going through it
@Lark_vamp_ Crap!  My BBerry battery is dying!  LOL!  I'll be back when I get home!  I am so sorry Lark...   forgive me?,negative,120,crap my bberry battery is dying lol ill be back when i get home i am so sorry lark forgive me
Wishes my precious little boy would feel better! ,negative,49,wishes my precious little boy would feel better
"Woke up, thunder and lightning, now its raining on and off. Fell asleep @ 7pm, so bout 7.5hrs later I'm awake ",negative,110,woke up thunder and lightning now its raining on and off fell asleep pm so bout hrs later im awake
"yay for Bordine-they are v. helpful, even tho' out of lettuce plants. but A+ on customer svc &amp; helpfulness. ",positive,112,yay for bordinethey are v helpful even tho out of lettuce plants but a on customer svc amp helpfulness
"OMG at the coffee shop across the street, there is a fire. And people are burning. OMG looks dangerous, I dont want to enter. Dying ",negative,132,omg at the coffee shop across the street there is a fire and people are burning omg looks dangerous i dont want to enter dying
@genochurch I'm a die-hard Fender guy and I *still* think is awesome ,positive,69,im a diehard fender guy and i still think is awesome
been mythered by landlord who wants to know when I'll know what I'm doing after my work contract is up in jan. SO WOULD I ,negative,122,been mythered by landlord who wants to know when ill know what im doing after my work contract is up in jan so would i
@mayhemmiller Yess!  haha i love that show. its hilariouss.,positive,59,yess haha i love that show its hilariouss
@penpen72 thank you penny  you have been a great help!,positive,54,thank you penny you have been a great help
"@atomicageethan i'm like elephant, always forgetting things. wait.. i say that right? miss the pwnge w/ you ",negative,108,im like elephant always forgetting things wait i say that right miss the pwnge w you
@Angelic_Rebel2 thanks for the &quot;fab&quot; #followfriday !!! ,positive,65,thanks for the quotfabquot followfriday
Hungover tae fuck ,negative,18,hungover tae fuck
went to the after school program to help out... have gotton to see Coldplay! Aw man ,negative,84,went to the after school program to help out have gotton to see coldplay aw man
@kimberlyklabel it's a one day only thing or else i would. can't wait for you to get into town ,positive,95,its a one day only thing or else i would cant wait for you to get into town
"Okay, who is responsible for me being awake at 5:55am huh?  Heads will roll.  Oh wait, that would be my fault... sorry ",positive,119,okay who is responsible for me being awake at am huh heads will roll oh wait that would be my fault sorry
Thats fucked ,negative,13,thats fucked
Deam It!!! hahaha Sweet Dreams ** (no para Mi)  ,negative,48,deam it hahaha sweet dreams no para mi
would love some brownies or a nice cake.. in the mood for some baked goods but have no ingredients to make them ,negative,112,would love some brownies or a nice cake in the mood for some baked goods but have no ingredients to make them
UM SO FUCKN BORED RIGHT NOW.... Hey kevi ,positive,41,um so fuckn bored right now hey kevi
Just sent big man to camp for the week ,negative,39,just sent big man to camp for the week
"at home super tired, laying down thinking of stuff ",positive,51,at home super tired laying down thinking of stuff
@sherinn Always the liverpool people ,negative,37,always the liverpool people
@BJpickleman I cant ,negative,20,i cant
"@ElliLovee Ooo, did you find shoes?? What are you wearing? ",positive,59,ooo did you find shoes what are you wearing
@JoLagerlow Aww.  I'm changing the time to 11am in the city. Sound okay?,negative,72,aww im changing the time to am in the city sound okay
@DrDeClutter okies! thnx 4 tht..hope u enjoy reading it n let me knw ur comments! Have a rocking sunday ,positive,104,okies thnx ththope u enjoy reading it n let me knw ur comments have a rocking sunday
@yasmina mm.. nothing like roti prata in sing ,positive,46,mm nothing like roti prata in sing
My mom just landed in Turkey ,negative,29,my mom just landed in turkey
chech this out! www.ceritanyasaras.blogspot.com ,positive,48,chech this out
waves good morning and smiles her best smile!  http://plurk.com/p/xi38e,positive,71,waves good morning and smiles her best smile
watching West Wing and missing John Spencer! ,negative,45,watching west wing and missing john spencer
@GeekSyndicate ooh have u guys seen it? good? ,positive,46,ooh have u guys seen it good
