text,sentiment,text_length,clean_text
i look like raw meat. pink ,negative,27,i look like raw meat pink
thanks for all the birthday wishes and calls! my first birthday as a married woman was a success! ,positive,98,thanks for all the birthday wishes and calls my first birthday as a married woman was a success
In the airport in Greece awaiting my flight home  had an amazing holiday...could have stayed another week!,negative,106,in the airport in greece awaiting my flight home had an amazing holidaycould have stayed another week
not feeling good. ,negative,18,not feeling good
is going to get my daughter soon!!! ,positive,36,is going to get my daughter soon
MISSING BEST TOO. ,negative,18,missing best too
My BD just called and said my daughter started cryin and yellin &quot;MOMMY&quot; @ the store...   I miss her..she's my better half..,negative,133,my bd just called and said my daughter started cryin and yellin quotmommyquot the store i miss hershes my better half
Just made another pie.... the first one only lasted A DAY!  I'm exhausted (which explains why i am so cranky and crabby).,positive,121,just made another pie the first one only lasted a day im exhausted which explains why i am so cranky and crabby
What does the recent acquisition of eMusic by Sony give me? I now have 37 downloads a month instead of 50. Canceling membership ,negative,128,what does the recent acquisition of emusic by sony give me i now have downloads a month instead of canceling membership
"@DJTLaC doucher...  whatev's, i love school, i never wanna leave  ilyt",negative,70,doucher whatevs i love school i never wanna leave ilyt
Had a great day in Red Hill with my Aunty except my cousin's toy poodle dislocated her shoulder on the trip ,negative,108,had a great day in red hill with my aunty except my cousins toy poodle dislocated her shoulder on the trip
"@joedevon Yes, yes, YES!!!  (Frazzled.)   Ok, now really off to get ready for golf.  ",positive,85,yes yes yes frazzled ok now really off to get ready for golf
@jordanknight come on Jordan...HOLLA @ your girl!!!!! ,positive,54,come on jordanholla your girl
@ryszu Not past playing with it in REPL yet ,positive,44,not past playing with it in repl yet
"@rickedwards1 Anytime, at least you could go out, i'm stuck inside with broken toes + revision.  ",negative,97,anytime at least you could go out im stuck inside with broken toes revision
"finally hm frm work after 2hr traffic, thnk god the bank line was short, now i can relax and await my hair apptmnt. Still raining ",negative,130,finally hm frm work after hr traffic thnk god the bank line was short now i can relax and await my hair apptmnt still raining
@GillesMarini ....and we can't wait to see G. ,positive,46,and we cant wait to see g
fears she might be going back to a GeStaPo Germany..... ,negative,56,fears she might be going back to a gestapo germany
"Watching Ellen, New Zealand on today ",positive,37,watching ellen new zealand on today
ppl r so cruel I watched some guy speed up &amp; hit a dog &amp; then laugh about it I made a u turn and check on him he's gone  poor doggy,negative,139,ppl r so cruel i watched some guy speed up amp hit a dog amp then laugh about it i made a u turn and check on him hes gone poor doggy
"is looking for a way to get to London next weekend... Shit, the prices are too high!!! ",negative,87,is looking for a way to get to london next weekend shit the prices are too high
@epiphanygirl It's Busy!!! ,negative,27,its busy
@CaseyPCarlson Just watch the video on youtube where you sing (preview of the new single) and I loved it! Cant wait to hear the full song ,positive,138,just watch the video on youtube where you sing preview of the new single and i loved it cant wait to hear the full song
@casualcottage ooooo I would love to come over and shred some stuff lol ,positive,72,ooooo i would love to come over and shred some stuff lol
Wonder why JB didnt post a pic last night from Wembley.Was gutted i wanted to see what i missed out on ,negative,103,wonder why jb didnt post a pic last night from wembleywas gutted i wanted to see what i missed out on
@eplusie haha okay la I know..just trying to basket you haha ,positive,61,haha okay la i knowjust trying to basket you haha
"Hoping the night goes by fast.  As of now, it is not  #fb",negative,57,hoping the night goes by fast as of now it is not fb
@andrevr Glad you liked it. Thanks for the compliments ,positive,55,glad you liked it thanks for the compliments
@Mistyconn I did see he's not that into u. bradley's stock went down for a minute cuz he was an a-hole in it. ,negative,110,i did see hes not that into u bradleys stock went down for a minute cuz he was an ahole in it
@billyraycyrus hey daddy ;) (jk miley!) wooh where I am it's so ugly cuz there's a lot of garbage  have a great day daddy ;) xD (again jk),negative,138,hey daddy jk miley wooh where i am its so ugly cuz theres a lot of garbage have a great day daddy xd again jk
jus woke up ; church &amp; qetttinqg my hair done then qunna r e a l L y start my SPRiNG BREAK ,positive,95,jus woke up church amp qetttinqg my hair done then qunna r e a l l y start my spring break
"@diamondhead94 Heheh. More with the cosmos, maybe a little less with the gooey marshmellows.  heheh.",positive,100,heheh more with the cosmos maybe a little less with the gooey marshmellows heheh
@pilvlp nooo  soon though,negative,25,nooo soon though
"I woke up this morning with a puffy left eye. It kind of hurts too.    It's not red or anything like pinkeye, just swollen underneath.",negative,134,i woke up this morning with a puffy left eye it kind of hurts too its not red or anything like pinkeye just swollen underneath
"Trial judge was young-- wore her hair down, and wore large dangly earrlings (!!)   Somehow made her more human; made me feel more at ease ",positive,138,trial judge was young wore her hair down and wore large dangly earrlings somehow made her more human made me feel more at ease
@melissastump Let's take her someplace nice for dinner and both make a point to be sweet. ,positive,90,lets take her someplace nice for dinner and both make a point to be sweet
@nick_carter http://twitpic.com/7lepq - where is aj  ?,negative,54,where is aj
@barribaskoro nine of course  you've got 2 weeks more and you're free from everything rite? i've got 3 weeks more huhu ,negative,119,nine of course youve got weeks more and youre free from everything rite ive got weeks more huhu
can't wait til the hols! and daddy's coming home tomorrow arvo. ,positive,64,cant wait til the hols and daddys coming home tomorrow arvo
just watched JONAS. It was funny. ,positive,34,just watched jonas it was funny
in prague. sobrang ganda.  at miss sophie's pink grey and white hotel room &lt;3 air - photograph ahhhhhhhh &lt;3 @anechoicheart,negative,128,in prague sobrang ganda at miss sophies pink grey and white hotel room lt air photograph ahhhhhhhh lt
Last day in Paris  but I am excited to see my girls &amp; get started on another SFX shoot (but no prep time -yikes)!,negative,117,last day in paris but i am excited to see my girls amp get started on another sfx shoot but no prep time yikes
"@johna404 Very funny thanks, I'm following you for more ",positive,56,very funny thanks im following you for more
@iitsMolly Haha ok! I still have to ask my mom if she will buy me the Miley ticket but I would be going alone because Jenny hates her! ,negative,135,haha ok i still have to ask my mom if she will buy me the miley ticket but i would be going alone because jenny hates her
Riding my new skate board. Its pretty fun. ,positive,43,riding my new skate board its pretty fun
TOMB RAIDER SUCKS I THOUGHT IT'D BE FUN BUT IT'S TEDIOUS AS HELL. maybe i'm just too used to brototype. ,negative,104,tomb raider sucks i thought itd be fun but its tedious as hell maybe im just too used to brototype
"@mixaaye ill be in stinkin NZ, which is pretty much lateral tasmania i think. so i wont be able to wish you happy bday  ill find a way but",negative,138,ill be in stinkin nz which is pretty much lateral tasmania i think so i wont be able to wish you happy bday ill find a way but
@CoralReefer93 oh ok just checking... cuz it sure sounded like it ,positive,66,oh ok just checking cuz it sure sounded like it
@sakurajewellery i know  I only have them because they are easy to gauge calorie/fat intake.,negative,92,i know i only have them because they are easy to gauge caloriefat intake
"My Nana is going to wait until I am ready to go home to ask me to make her a cd, I guess i will be stillin down here again tonite ",negative,130,my nana is going to wait until i am ready to go home to ask me to make her a cd i guess i will be stillin down here again tonite
"@casiet  i know, im at work. but daddy and baby dee were there. i miss u!",negative,73,i know im at work but daddy and baby dee were there i miss u
@jexerness LOL you're talkin about d right? Ur prob sad bc deep inside u know he's gayso u can't b 2getha. It's like me and ZQ ,negative,127,lol youre talkin about d right ur prob sad bc deep inside u know hes gayso u cant b getha its like me and zq
"@estherxxamor LOL, you actually finished it?? I didn't .....  I just read and went through stufff.... Hahahahahaha.",positive,115,lol you actually finished it i didnt i just read and went through stufff hahahahahaha
"@samradford I'll spend the last 2 weeks of July in London, possibly visiting the countryside a bit north ",positive,105,ill spend the last weeks of july in london possibly visiting the countryside a bit north
Good Morning Twitters!!!  time for morning coffee ,positive,50,good morning twitters time for morning coffee
http://twitpic.com/6bt67 - #raceforlife Plus new set up at Flickr  http://is.gd/KB4n,positive,84,raceforlife plus new set up at flickr
is jus chillin listenin 2 sum music...its propaaa borrinnn  xx,negative,62,is jus chillin listenin sum musicits propaaa borrinnn xx
omg! this day is never going to end!!! i'm soo tired!  gonna be a short nite of rest 2! ,negative,88,omg this day is never going to end im soo tired gonna be a short nite of rest
@Cookleta hahah u love to sleep dun u? i wish i cud 2  lol there's always so much noise in my house its hard to sleep in the afternoon,negative,134,hahah u love to sleep dun u i wish i cud lol theres always so much noise in my house its hard to sleep in the afternoon
Cleaning and packing for Florida  I leave in 10 days!!,positive,54,cleaning and packing for florida i leave in days
Church is finally done and I'm sad that Peckers might move to another country ,negative,78,church is finally done and im sad that peckers might move to another country
still no plans......    watching kings of queens and house of payne.  very funny,negative,80,still no plans watching kings of queens and house of payne very funny
I guess I should just get up as I've been tossing and turning for the best part of two hours ,negative,93,i guess i should just get up as ive been tossing and turning for the best part of two hours
Just woke up... well kinda didnt sleep... had a fight with my boo ,negative,66,just woke up well kinda didnt sleep had a fight with my boo
@torehtard hahahaha me too ,negative,27,hahahaha me too
g2g - 1am in the morning - BE WARNED - mikeyy is back - be careful - one of the ppl I am following is infected ,negative,111,gg am in the morning be warned mikeyy is back be careful one of the ppl i am following is infected
@TammyM5 If you feel pain... GO. seriously. This is NOT fun  My teeth break when I brush them even... can't afford dentist though...,negative,132,if you feel pain go seriously this is not fun my teeth break when i brush them even cant afford dentist though
The Oberlin Scion's battery is dying from lack of use  I need a person there who I can call when there's an issue like this.,negative,124,the oberlin scions battery is dying from lack of use i need a person there who i can call when theres an issue like this
"@foana2002 welcome to twitter ana! hope all is well wit you, da hubby &amp; da family! much love ",positive,97,welcome to twitter ana hope all is well wit you da hubby amp da family much love
@shelsta78 I've never read &quot;Kooky&quot;. Will keep my eye out for it. ,positive,75,ive never read quotkookyquot will keep my eye out for it
@happylacson Me too. ,negative,21,me too
"@kimthemooch I had 2, worked like a charm...now I have to go to work ",negative,69,i had worked like a charmnow i have to go to work
"@mattigee However, I think the more appropriate question is whether or not I could imagine having a husband. ",positive,109,however i think the more appropriate question is whether or not i could imagine having a husband
last monday of high school ever ,negative,32,last monday of high school ever
tonite was awesome. had a blast. nite nite. ,positive,44,tonite was awesome had a blast nite nite
I always have the urge to draw when in starbucks... ,positive,52,i always have the urge to draw when in starbucks
feels happy she was able to talk to her mom back home. looking forward to a happy week   http://plurk.com/p/ozzvm,positive,113,feels happy she was able to talk to her mom back home looking forward to a happy week
@izahblack Nos Da! dream big and make them purple ,positive,50,nos da dream big and make them purple
@HAILEYBUG845 ALL I CAN DO IS LAUGH AT YOU NOW... ROLLIN IN A LOWERED TRUCK?!?!  WTF  ,positive,86,all i can do is laugh at you now rollin in a lowered truck wtf
Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil! ,negative,75,awww my daddy got in a car accident pray for him hes shookn up a lil
@KimKardashian you have no more time to reply to us with so many now ,negative,69,you have no more time to reply to us with so many now
cheers @Orli tnx 4 the tip ,positive,27,cheers tnx the tip
oh lol the follower thing was a cimputer glitch  twitter got me excited...awww im sad now,negative,89,oh lol the follower thing was a cimputer glitch twitter got me excitedawww im sad now
making noodles but idk mum told me too ,negative,39,making noodles but idk mum told me too
"got right to the top floor and guess what,someone needed letting in.fucking knew it lol,right back to tiding up ",negative,112,got right to the top floor and guess whatsomeone needed letting infucking knew it lolright back to tiding up
@Jenn_N me too. My pc not acting right. Need someone to look at it. ,negative,68,me too my pc not acting right need someone to look at it
@liocer Noo! dont cut the hair!!! ,positive,34,noo dont cut the hair
"@Pizza_Dominos If theres only 1 person behind ur twitter a/c, just be open &amp; say tht, else expectation will be more than what's realistic ",positive,142,if theres only person behind ur twitter ac just be open amp say tht else expectation will be more than whats realistic
Have slept all afternoon and evening after getting back from NYC. Now feel bright as a button. Probably a bad move ,negative,115,have slept all afternoon and evening after getting back from nyc now feel bright as a button probably a bad move
"@Saknika Clouds! Like sexy clouds? Not thin, whimpy ones?  I should do smelter IR with water. hrm... Its still light out~",negative,121,clouds like sexy clouds not thin whimpy ones i should do smelter ir with water hrm its still light out
"I don't want to sleep...I want to stay awake talking all night! I just can't get enough! Alas, work in the morning.  tap tap tap",negative,128,i dont want to sleepi want to stay awake talking all night i just cant get enough alas work in the morning tap tap tap
@_babyvhudgens hey vanessa. just wanted to say hi and hello ,positive,60,hey vanessa just wanted to say hi and hello
im sorry broke yu stapler  ~moment of silence.....I love Ebay,negative,61,im sorry broke yu stapler moment of silencei love ebay
COYB boys. Lets batter the Chelski  x,positive,37,coyb boys lets batter the chelski x
"Rejoicing over Pacman's win, but oh no, why did you let Djokovic beat you, Roger? ",negative,82,rejoicing over pacmans win but oh no why did you let djokovic beat you roger
got my new car .. ! ... 2 minutes later? my phone breaks... oh well ill DRIVE and get another tomorrow ,positive,103,got my new car minutes later my phone breaks oh well ill drive and get another tomorrow
"@JonsTubeGirl I went to San Jose, Sac and Fresno.  This summer I'm headed to Concord and Irivine   How about you?",positive,113,i went to san jose sac and fresno this summer im headed to concord and irivine how about you
http://twitpic.com/6twsm - I'm so glad this is back..it's just so hilarious ,positive,76,im so glad this is backits just so hilarious
@highlonesomes I am here:  http://tinyurl.com/ox3hbj ,negative,53,i am here
Let it be known that I have the best boyfriend ever ,positive,52,let it be known that i have the best boyfriend ever
Sleeping over at @Jillmarciano  party all night!,positive,48,sleeping over at party all night
off work long day seemed end less. Not moving for another year.  was ready for texas.,negative,85,off work long day seemed end less not moving for another year was ready for texas
"@jbs_lovebug thank you!  i figured i'm like the only one w/o a jonas related username, so i needed to change that! lol",positive,118,thank you i figured im like the only one wo a jonas related username so i needed to change that lol
"@SmallBizMuse = still night here - and I am, at last, headed bedward. Tomorrow morning can takes its time getting here! ",positive,120,still night here and i am at last headed bedward tomorrow morning can takes its time getting here
@e__O lol but tiz a good song ,positive,30,lol but tiz a good song
@ohmychristine lucky i don't get my paycheck til next friday. ,negative,62,lucky i dont get my paycheck til next friday
Sis is leaving today ,negative,21,sis is leaving today
"@Trevrep81 not reality, but a prison show? yes ",positive,47,not reality but a prison show yes
"Video: Youâre the one who made me blueâ¦. and yes I remember. Why should I listen to this, now Im sad.  http://tumblr.com/xpo22fxt4",negative,134,video youre the one who made me blue and yes i remember why should i listen to this now im sad
"I'm excited to see Katrina tomorrow &amp; get my toes done, it should be refreshing. Hopefully I find a cute outfit too for my bday dinner ",positive,139,im excited to see katrina tomorrow amp get my toes done it should be refreshing hopefully i find a cute outfit too for my bday dinner
"still on my computer trying to finish a quick letter for my event this week...then I have to pack for my 6am flight  ugh, maybe no sleep?",negative,137,still on my computer trying to finish a quick letter for my event this weekthen i have to pack for my am flight ugh maybe no sleep
third driving lesson then back to the office ,positive,45,third driving lesson then back to the office
He said Japs really know how 2 party!  that waz so racist,negative,57,he said japs really know how party that waz so racist
@ViChick people are just chatting on the screen. confusing ,negative,59,people are just chatting on the screen confusing
"@manojnayak Well, if ye mean the light at the end of a ciggy, I pro'ly won't... I'm allergic to smoke  Let there be light, bub.",negative,127,well if ye mean the light at the end of a ciggy i proly wont im allergic to smoke let there be light bub
"Birthday is over  one year older, but ready to party hard at mansion tonight!",negative,77,birthday is over one year older but ready to party hard at mansion tonight
Off to post office. Has &quot;things&quot; to send ,positive,51,off to post office has quotthingsquot to send
Sitting here bored tyaping on my busted g1 I fell for the hype ,negative,63,sitting here bored tyaping on my busted g i fell for the hype
@papaswithapuck i know it is. that's the one think that i will actually say i rock at outright- my extension. but my legs arent as ,negative,131,i know it is thats the one think that i will actually say i rock at outright my extension but my legs arent as
I'm not complaining as a lot of hard work went into this event and I am excited to see it come to fruition.  ,positive,109,im not complaining as a lot of hard work went into this event and i am excited to see it come to fruition
@mayf The child calling thing happens with my dogs ,positive,51,the child calling thing happens with my dogs
"Hey, #blockparty #notacon people does anyone have a CD or DVD that they wouldn't mind my using? My webserv breaks my compo entry. ",negative,130,hey blockparty notacon people does anyone have a cd or dvd that they wouldnt mind my using my webserv breaks my compo entry
i feel sooo cold. my allergies at acting up. ,negative,45,i feel sooo cold my allergies at acting up
is having the bestest time with her BFF superfly ,positive,49,is having the bestest time with her bff superfly
Frustrating morning. Cohen is refusing to attend camp  Gotta figure out what to do now. Hope they do refunds! $$,negative,112,frustrating morning cohen is refusing to attend camp gotta figure out what to do now hope they do refunds
"I had written the speech along the lines of the approximate schedule of the blogger's embark, but now I get to /really/ report on it. ",positive,134,i had written the speech along the lines of the approximate schedule of the bloggers embark but now i get to really report on it
@mccmarianne Thank you!!! ,positive,26,thank you
@mykindafestival Loving the festival survival guide! very useful  http://bit.ly/SVPdZ,positive,85,loving the festival survival guide very useful
"@xcarcrashhearts i'm having the same dilema, need a new phone, want new clan, but i had to buy my friends birthday presents ",negative,124,im having the same dilema need a new phone want new clan but i had to buy my friends birthday presents
@Ben14864 Hi Ben just a friendly shout out your web site is not running now  And when you have it up again let me know. Thank you sir,negative,133,hi ben just a friendly shout out your web site is not running now and when you have it up again let me know thank you sir
"Geography gcse on tuesday and i couldn't be more scaredddd, i seriously know i'm gunna fail and i really don't want to. ",negative,120,geography gcse on tuesday and i couldnt be more scaredddd i seriously know im gunna fail and i really dont want to
@rockeye I don't know why  Maybe I was acting all spammer like,negative,62,i dont know why maybe i was acting all spammer like
Corndog... Don't mind if I do ,positive,30,corndog dont mind if i do
"@OfficialBabyV Awe, I'm sorry. ",negative,31,awe im sorry
But thank goodness for T.F.Y.B.!!! ,positive,35,but thank goodness for tfyb
Interview in Boston this morning  Then taking care of some business with Allie. Then back to CT to give Jonah a re-match on the court. #fb,positive,138,interview in boston this morning then taking care of some business with allie then back to ct to give jonah a rematch on the court fb
I want to shower all day long ,negative,30,i want to shower all day long
"@andrewbadera (paraphrasing): Where are you?! If you have a transporter, beam me up, Scotty! ",positive,93,paraphrasing where are you if you have a transporter beam me up scotty
Wake up @Devon_Leigh let's go get my shoes ,positive,43,wake up lets go get my shoes
So life right now is as miserable as it gets. ,negative,46,so life right now is as miserable as it gets
@nizbiz Not so many spiders now that it's Winter... Touch Wood!  ,positive,65,not so many spiders now that its winter touch wood
"@sparetyme yeah, i usually use meebo at work.. ",positive,47,yeah i usually use meebo at work
off to play with my boyfriends niece ,positive,37,off to play with my boyfriends niece
"@Wyldceltic1 haha nope, i take 16 syringe units, which comes up to 80 units total since i'm on the u-500. ",negative,106,haha nope i take syringe units which comes up to units total since im on the u
@suchducks on uh June 26 i thinks. and then the tampa one is on the 27th. ,positive,74,on uh june i thinks and then the tampa one is on the th
@BrookeLockart what you're breaking up already!?! ,positive,50,what youre breaking up already
I'm at the dance studio chillin! ,positive,33,im at the dance studio chillin
"http://successfulselfimprovement.com/forums/ yes its growing our meditation, health, fitness, money, love and lifestyle forum.. join us ",positive,136,yes its growing our meditation health fitness money love and lifestyle forum join us
toothache. ,negative,11,toothache
@Shannonkilgore Aw congrats to you too.  I'm very impressed with the packages you have on your website   Good luck!,positive,115,aw congrats to you too im very impressed with the packages you have on your website good luck
Yeah Pau!! I'm glad I wore your shirt tonight ,positive,46,yeah pau im glad i wore your shirt tonight
"yasmina has won the apprentice, im gutted. i wanted kate to win ",negative,64,yasmina has won the apprentice im gutted i wanted kate to win
@aristeia I just added you on msn ,positive,34,i just added you on msn
@evil_bat_witch Did you GET an xray? or are you going tomorrow? Or did you just tweet the doc with the pic? ,positive,108,did you get an xray or are you going tomorrow or did you just tweet the doc with the pic
is off to wolverhampton then work then hopefully somewhere to sit in the sunshine ,positive,82,is off to wolverhampton then work then hopefully somewhere to sit in the sunshine
"I keep staring at my Term 3 transcript, this is what you get for not making any trade offs and taking all the tough subjects  grumps !!!!",negative,137,i keep staring at my term transcript this is what you get for not making any trade offs and taking all the tough subjects grumps
"actually, i think i'm being mean to her....i feel sorry now ",negative,60,actually i think im being mean to heri feel sorry now
never thought he'd see a Star Trek movie with &quot;Sabotage&quot; by the Beastie Boys as part of the soundtrack. Growing up in both worlds = old.  ,negative,148,never thought hed see a star trek movie with quotsabotagequot by the beastie boys as part of the soundtrack growing up in both worlds old
Had a great day yesterday lets hope today can be just as good ! (even with a staff meeting after school - on Data    ),negative,118,had a great day yesterday lets hope today can be just as good even with a staff meeting after school on data
listening to know your enemy by Greenday .. awesome ,positive,52,listening to know your enemy by greenday awesome
everyday is school day. busy! nyah! but thank God I can still used to it  (just enjoy everyday that God gave to us and thank Him for it)!,positive,137,everyday is school day busy nyah but thank god i can still used to it just enjoy everyday that god gave to us and thank him for it
"@MARKWEY Yes, it was quite a bitching. I thought it was weird when she came out of the interview all smiles. Thought she was lying ",positive,131,yes it was quite a bitching i thought it was weird when she came out of the interview all smiles thought she was lying
"@companycalledif Hey  there, hope your day improves ",positive,52,hey there hope your day improves
I feel so bad abandoning my twitter for one week ,negative,49,i feel so bad abandoning my twitter for one week
going crazy over someone who doesn't deserve my craziness ,negative,58,going crazy over someone who doesnt deserve my craziness
Now 335' above Downtown Disney aboard Characters in Flight! ,positive,60,now above downtown disney aboard characters in flight
@MarkRipley lol  well... guess you can fast forward towards the end ,positive,68,lol well guess you can fast forward towards the end
@mileycyrus We get it... You got nerve...  kidding cant wait. ,positive,62,we get it you got nerve kidding cant wait
@PrincessC87 u knoooow lol it aint even hot here though its cold  i hate it,negative,75,u knoooow lol it aint even hot here though its cold i hate it
is sad to say goodbye to her first student teacher today  she has been SO great!,negative,80,is sad to say goodbye to her first student teacher today she has been so great
@kalyanvarma Its more like.. the guy is retarded  ROFL,positive,54,its more like the guy is retarded rofl
@Gump8594 what are you doing here? Shouldn't you be playin' the God Father? Or finding a job? ,positive,94,what are you doing here shouldnt you be playin the god father or finding a job
@JudyObscure  Oh what's up? ,negative,28,oh whats up
@xtothes ah i see!!  I just need an external hard drive for mine cuz I gots too much music and pics.   it runs like a$$ though! GAH! ,negative,133,ah i see i just need an external hard drive for mine cuz i gots too much music and pics it runs like a though gah
@freedimensional &quot;Whoa - my Subscription Options plugin for WordPress has had over 175 downloads!&quot; Nice One! Sorry haven't Beta'd it yet ,negative,147,quotwhoa my subscription options plugin for wordpress has had over downloadsquot nice one sorry havent betad it yet
@Jake_of_NTJ Aww no problems  You guys are pulling ahead! Yay!!!,positive,64,aww no problems you guys are pulling ahead yay
"WATCHING THE HILLS FINALE, GONNA MISS LAUREN, THEN THE MTV MOVIE AWARDS, WOOOOO! ",positive,81,watching the hills finale gonna miss lauren then the mtv movie awards wooooo
Frustrations in the air!! Tomorrow i have to work! ,negative,51,frustrations in the air tomorrow i have to work
Its the weekend!! YAY!!..what? I said I'd clean what?  Garage? no..uhm..we dont *have* a garage..yeah.. FINE..I'll clean the damn garage ,negative,137,its the weekend yaywhat i said id clean what garage nouhmwe dont have a garageyeah fineill clean the damn garage
Grandaddy I'm still your sorry knocker... I love you and you will be missed greatly. ,negative,85,grandaddy im still your sorry knocker i love you and you will be missed greatly
@megaaanftw Aha me to but our sean smith PWNZZ  !,positive,49,aha me to but our sean smith pwnzz
swagga flu is different! ,negative,25,swagga flu is different
i really want some harold's....but i cant ,negative,42,i really want some haroldsbut i cant
"@DebbieFletcher Awww you couldn't be more sweet than you are... thank you for EVERYTHING, I truly love you Debbie  xxx",negative,118,awww you couldnt be more sweet than you are thank you for everything i truly love you debbie xxx
"Shaq is gonna fail on the Cavs, and my Reds lost last nite ",negative,59,shaq is gonna fail on the cavs and my reds lost last nite
@kevincoffey and something to celebrate that fact with - http://bit.ly/3G2FaM  - from our #bloghunter (via @Canvas8) Sweet ,positive,123,and something to celebrate that fact with from our bloghunter via sweet
"Off to Madison tomorrow at 5am. Barf. Hoping to grab a movie on my way home, tho...Up or The Hangover...Yessss! ",positive,112,off to madison tomorrow at am barf hoping to grab a movie on my way home thoup or the hangoveryessss
@jackshalliday Thanks for playing an AMAZING show  I hope you have fun of what is left of the tour and i hope to see you live again soon.,positive,137,thanks for playing an amazing show i hope you have fun of what is left of the tour and i hope to see you live again soon
I feel like im the only person in the world who has heard jay z's &quot;death of autotune&quot; ,negative,96,i feel like im the only person in the world who has heard jay zs quotdeath of autotunequot
@Broooooke_ you go to bed too late  hah you'll be tired tmrw!,negative,61,you go to bed too late hah youll be tired tmrw
Gotta go to work.. Full of bitchy backstabbing assholes who treat each other like shit  this is what i have to put up with to pay off debt,negative,138,gotta go to work full of bitchy backstabbing assholes who treat each other like shit this is what i have to put up with to pay off debt
is pleased at the osperys reult .. we beat scarlets ,positive,52,is pleased at the osperys reult we beat scarlets
LLS...My dog just stole the toilet paper from my Mom...Who would kill me if she knew i was typing this right now. ,positive,114,llsmy dog just stole the toilet paper from my momwho would kill me if she knew i was typing this right now
Dropped Marty off this morning ,negative,31,dropped marty off this morning
"Pint of Landlord, veggie roast on the way, star trek later.  ",positive,61,pint of landlord veggie roast on the way star trek later
HEy Worldz!  I iz back!!  And so is da damn clawz clippers.   I could have sworn my last hiding place was teh awesomes!,negative,119,hey worldz i iz back and so is da damn clawz clippers i could have sworn my last hiding place was teh awesomes
@lampie1970 guy ritchie and robert downey jr....that's all i need to know! ,positive,75,guy ritchie and robert downey jrthats all i need to know
"@Raven12 Awww  Is it the dentist? Don't worry, it'd be alright!",negative,63,awww is it the dentist dont worry itd be alright
@Auntieemily I wanna go back in time just to get a box of Cracker Jacks when they had better toys. ,negative,99,i wanna go back in time just to get a box of cracker jacks when they had better toys
lol. the official #F1 bot is suspended  #fail,positive,45,lol the official f bot is suspended fail
"@Seargee hey dude, I have to sleep now =/ have a good night and see you tomorrow! ",positive,82,hey dude i have to sleep now have a good night and see you tomorrow
listening to alesana  grrr i hate work school tomoro chilled today ,positive,67,listening to alesana grrr i hate work school tomoro chilled today
"morning  suppose I'd better list some new stock today - if the sun shines this afternoon, a garland, otherwise a mirror..or a dandy bird..",positive,138,morning suppose id better list some new stock today if the sun shines this afternoon a garland otherwise a mirroror a dandy bird
I'm thinking this will be a pretty decent way to spend the next 45 mins or so?!    http://twitpic.com/6g7ag,positive,107,im thinking this will be a pretty decent way to spend the next mins or so
"@ishnur welcome back, Mrs. Theus ",positive,33,welcome back mrs theus
@annkur mail me my pictures please.. ,positive,37,mail me my pictures please
http://twitpic.com/6qzto - yay convoy.. driving along.. slowly ,positive,63,yay convoy driving along slowly
@redx105 @JustDaSoundGuy Right on ,positive,34,right on
I had subwayy for dinner!! Ohh and my phone broke ,negative,50,i had subwayy for dinner ohh and my phone broke
Is it the #weekend yet ? ,negative,25,is it the weekend yet
i missss somebody so badly ,negative,27,i missss somebody so badly
finale of greys...  i dont think i can bear it...,negative,49,finale of greys i dont think i can bear it
is amazed how fall-like it is. yet the sunshine is brilliant. and the flowers are wonderful. and i have chili cookin' for the chill! ,positive,133,is amazed how falllike it is yet the sunshine is brilliant and the flowers are wonderful and i have chili cookin for the chill
@aniki21 But it's surrounded by art!   We'll be adding more soon though.,positive,72,but its surrounded by art well be adding more soon though
"@edstetzer I'm sure grown men screaming in the woods isn't supposed to be funny, but it is. Thanks for the laugh. ",positive,114,im sure grown men screaming in the woods isnt supposed to be funny but it is thanks for the laugh
Is just smiling today.  Praise God for the sun ,positive,47,is just smiling today praise god for the sun
Burrrrrr. Its colddddd. &amp; my tummy is hurtttting. ,negative,54,burrrrrr its colddddd amp my tummy is hurtttting
home from work. Off tomorrow ,negative,29,home from work off tomorrow
@SongzYuuup  I WANNA BE THERE SOO BAD!!!,negative,40,i wanna be there soo bad
@rainagrigsby thats easy till ur in highschool cause u misss so much! ,negative,70,thats easy till ur in highschool cause u misss so much
Can't sleep  brain too active!,negative,30,cant sleep brain too active
A wild pitch? Come on Rangers.  Bored so now we're watching a cinema classic. BASEKETBALL.,negative,90,a wild pitch come on rangers bored so now were watching a cinema classic baseketball
ugh....in a bad mood still....guess my nap didn't help any  do people ever stop expecting me to do everything for them?!?!?!,negative,124,ughin a bad mood stillguess my nap didnt help any do people ever stop expecting me to do everything for them
"@jeff_lamarche If I was in LA you could find me at LA-Ink, getting a tattoo by Kat von D! ",positive,90,if i was in la you could find me at laink getting a tattoo by kat von d
"#whocangetit anybody who hates the Lakers.  Ok not really, but that's a solid first step ",positive,89,whocangetit anybody who hates the lakers ok not really but thats a solid first step
I miss her soooo much. i cant take it anymore. ,negative,47,i miss her soooo much i cant take it anymore
@TinkFan Can you tell @DancerDaniK that she is ALLOWED to smile for pictures. ,positive,78,can you tell that she is allowed to smile for pictures
